Source_ID,Source_Name,Target_ID,Target_Name,Layers
2036,CA3 Mossy Fiber-Associated ,1005,DG MOLAX ,DG:H
2036,CA3 Mossy Fiber-Associated ,1006,DG Outer Molecular Layer ,DG:H
2036,CA3 Mossy Fiber-Associated ,1009,DG HICAP ,DG:H
2036,CA3 Mossy Fiber-Associated ,1010,DG Axo-Axonic ,DG:H
2036,CA3 Mossy Fiber-Associated ,1013,DG HIPP ,DG:H
2036,CA3 Mossy Fiber-Associated ,1026,DG HIPROM ,DG:H
2036,CA3 Mossy Fiber-Associated ,1027,DG AIPRIM ,DG:H
2036,CA3 Mossy Fiber-Associated ,1035,DG Basket ,DG:H
2036,CA3 Mossy Fiber-Associated ,1036,DG Basket CCK+ ,DG:H
2036,CA3 Mossy Fiber-Associated ,1041,DG Hilar Ectopic Granule ,DG:H
2036,CA3 Mossy Fiber-Associated ,1043,DG Mossy MOLDEN ,DG:H
2036,CA3 Mossy Fiber-Associated ,3007,CA2 Wide-Arbor Basket ,CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2000,CA3 Pyramidal ,CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2004,CA3c Pyramidal ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2028,CA3 Axo-Axonic ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2043,CA3 Basket ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2044,CA3 Basket CCK+ ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2045,CA3 Bistratified ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2046,CA3 Ivy ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2005,CA3 LMR-Targeting ,CA3:SL
2035,CA3 Mossy Fiber-Associated ORDEN ,2013,CA3 Lucidum ORAX ,CA3:SL
2035,CA3 Mossy Fiber-Associated ORDEN ,2014,CA3 Lucidum-Radiatum ,CA3:SL
2035,CA3 Mossy Fiber-Associated ORDEN ,2019,CA3 Spiny Lucidum Dentate-Projecting ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2036,CA3 Mossy Fiber-Associated ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2049,CA3 QuadD-LM ,CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2042,CA3 Interneuron Specific Quad ,DG:H; CA3:SL; CA3:SP
2035,CA3 Mossy Fiber-Associated ORDEN ,2017,CA3 Lucidum LAX ,CA3:SL
2035,CA3 Mossy Fiber-Associated ORDEN ,1002,DG Mossy ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1004,DG Total Molecular Layer ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1005,DG MOLAX ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1006,DG Outer Molecular Layer ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1009,DG HICAP ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1010,DG Axo-Axonic ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1013,DG HIPP ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1026,DG HIPROM ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1027,DG AIPRIM ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1035,DG Basket ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1036,DG Basket CCK+ ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1041,DG Hilar Ectopic Granule ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,1043,DG Mossy MOLDEN ,DG:H
2035,CA3 Mossy Fiber-Associated ORDEN ,3007,CA2 Wide-Arbor Basket ,CA3:SP
2009,CA3 O-LM ,2000,CA3 Pyramidal ,CA3:SLM
2009,CA3 O-LM ,2004,CA3c Pyramidal ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2001,CA3 Granule ,CA3:SLM; CA3:SR
2009,CA3 O-LM ,2028,CA3 Axo-Axonic ,CA3:SLM; CA3:SR; CA3:SO
2009,CA3 O-LM ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
2009,CA3 O-LM ,2043,CA3 Basket ,CA3:SLM; CA3:SR; CA3:SO
2009,CA3 O-LM ,2044,CA3 Basket CCK+ ,CA3:SLM; CA3:SR; CA3:SO
2009,CA3 O-LM ,2045,CA3 Bistratified ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
2009,CA3 O-LM ,2046,CA3 Ivy ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2005,CA3 LMR-Targeting ,CA3:SLM; CA3:SR
2009,CA3 O-LM ,2013,CA3 Lucidum ORAX ,CA3:SR
2009,CA3 O-LM ,2014,CA3 Lucidum-Radiatum ,CA3:SR
2009,CA3 O-LM ,2036,CA3 Mossy Fiber-Associated ,CA3:SR
2009,CA3 O-LM ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2009,CA3 O-LM ,CA3:SO
2009,CA3 O-LM ,2049,CA3 QuadD-LM ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2023,CA3 Radiatum ,CA3:SR
2009,CA3 O-LM ,2008,CA3 R-LM ,CA3:SR
2009,CA3 O-LM ,2022,CA3 SO-SO ,CA3:SO
2009,CA3 O-LM ,2020,CA3 Trilaminar ,CA3:SO
2009,CA3 O-LM ,2003,CA3 Giant ,CA3:SLM; CA3:SR
2009,CA3 O-LM ,2042,CA3 Interneuron Specific Quad ,CA3:SR; CA3:SO
2009,CA3 O-LM ,2017,CA3 Lucidum LAX ,CA3:SR
2049,CA3 QuadD-LM ,2000,CA3 Pyramidal ,CA3:SLM
2049,CA3 QuadD-LM ,2001,CA3 Granule ,CA3:SLM
2049,CA3 QuadD-LM ,2028,CA3 Axo-Axonic ,CA3:SLM
2049,CA3 QuadD-LM ,2043,CA3 Basket ,CA3:SLM
2049,CA3 QuadD-LM ,2044,CA3 Basket CCK+ ,CA3:SLM
2049,CA3 QuadD-LM ,2005,CA3 LMR-Targeting ,CA3:SLM
2049,CA3 QuadD-LM ,2003,CA3 Giant ,CA3:SLM
2023,CA3 Radiatum ,2000,CA3 Pyramidal ,CA3:SR
2023,CA3 Radiatum ,2004,CA3c Pyramidal ,CA3:SR
2023,CA3 Radiatum ,2001,CA3 Granule ,CA3:SR
2023,CA3 Radiatum ,2028,CA3 Axo-Axonic ,CA3:SR
2023,CA3 Radiatum ,2043,CA3 Basket ,CA3:SR
2023,CA3 Radiatum ,2044,CA3 Basket CCK+ ,CA3:SR
2023,CA3 Radiatum ,2045,CA3 Bistratified ,CA3:SR
2023,CA3 Radiatum ,2046,CA3 Ivy ,CA3:SR
2023,CA3 Radiatum ,2005,CA3 LMR-Targeting ,CA3:SR
2023,CA3 Radiatum ,2013,CA3 Lucidum ORAX ,CA3:SR
2023,CA3 Radiatum ,2014,CA3 Lucidum-Radiatum ,CA3:SR
2023,CA3 Radiatum ,2036,CA3 Mossy Fiber-Associated ,CA3:SR
2023,CA3 Radiatum ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR
2023,CA3 Radiatum ,2049,CA3 QuadD-LM ,CA3:SR
2023,CA3 Radiatum ,2023,CA3 Radiatum ,CA3:SR
2023,CA3 Radiatum ,2008,CA3 R-LM ,CA3:SR
2023,CA3 Radiatum ,2003,CA3 Giant ,CA3:SR
2023,CA3 Radiatum ,2042,CA3 Interneuron Specific Quad ,CA3:SR
2023,CA3 Radiatum ,2017,CA3 Lucidum LAX ,CA3:SR
2008,CA3 R-LM ,2000,CA3 Pyramidal ,CA3:SLM
2008,CA3 R-LM ,2001,CA3 Granule ,CA3:SLM
2008,CA3 R-LM ,2028,CA3 Axo-Axonic ,CA3:SLM
2008,CA3 R-LM ,2043,CA3 Basket ,CA3:SLM
2008,CA3 R-LM ,2044,CA3 Basket CCK+ ,CA3:SLM
2008,CA3 R-LM ,2005,CA3 LMR-Targeting ,CA3:SLM
2008,CA3 R-LM ,2003,CA3 Giant ,CA3:SLM
2022,CA3 SO-SO ,2000,CA3 Pyramidal ,CA3:SO
2022,CA3 SO-SO ,2004,CA3c Pyramidal ,CA3:SO
2022,CA3 SO-SO ,2028,CA3 Axo-Axonic ,CA3:SO
2022,CA3 SO-SO ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
2022,CA3 SO-SO ,2043,CA3 Basket ,CA3:SO
2022,CA3 SO-SO ,2044,CA3 Basket CCK+ ,CA3:SO
2022,CA3 SO-SO ,2045,CA3 Bistratified ,CA3:SO
2022,CA3 SO-SO ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
2022,CA3 SO-SO ,2046,CA3 Ivy ,CA3:SO
2022,CA3 SO-SO ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SO
2022,CA3 SO-SO ,2009,CA3 O-LM ,CA3:SO
2022,CA3 SO-SO ,2049,CA3 QuadD-LM ,CA3:SO
2022,CA3 SO-SO ,2022,CA3 SO-SO ,CA3:SO
2022,CA3 SO-SO ,2020,CA3 Trilaminar ,CA3:SO
2022,CA3 SO-SO ,2042,CA3 Interneuron Specific Quad ,CA3:SO
2020,CA3 Trilaminar ,2000,CA3 Pyramidal ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2004,CA3c Pyramidal ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2001,CA3 Granule ,CA3:SR
2020,CA3 Trilaminar ,2028,CA3 Axo-Axonic ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
2020,CA3 Trilaminar ,2043,CA3 Basket ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2044,CA3 Basket CCK+ ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2045,CA3 Bistratified ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
2020,CA3 Trilaminar ,2046,CA3 Ivy ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2005,CA3 LMR-Targeting ,CA3:SR; CA3:SL
2020,CA3 Trilaminar ,2013,CA3 Lucidum ORAX ,CA3:SR; CA3:SL
2020,CA3 Trilaminar ,2014,CA3 Lucidum-Radiatum ,CA3:SR; CA3:SL
2020,CA3 Trilaminar ,2019,CA3 Spiny Lucidum Dentate-Projecting ,CA3:SL; CA3:SP
2020,CA3 Trilaminar ,2036,CA3 Mossy Fiber-Associated ,CA3:SR; CA3:SL; CA3:SP
2020,CA3 Trilaminar ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2009,CA3 O-LM ,CA3:SO
2020,CA3 Trilaminar ,2049,CA3 QuadD-LM ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2023,CA3 Radiatum ,CA3:SR
2020,CA3 Trilaminar ,2008,CA3 R-LM ,CA3:SR
2020,CA3 Trilaminar ,2022,CA3 SO-SO ,CA3:SO
2020,CA3 Trilaminar ,2020,CA3 Trilaminar ,CA3:SO
2020,CA3 Trilaminar ,2003,CA3 Giant ,CA3:SR
2020,CA3 Trilaminar ,2042,CA3 Interneuron Specific Quad ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
2020,CA3 Trilaminar ,2017,CA3 Lucidum LAX ,CA3:SR; CA3:SL
2020,CA3 Trilaminar ,3007,CA2 Wide-Arbor Basket ,CA3:SP; CA1:SP
2020,CA3 Trilaminar ,4000,CA1 Pyramidal ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4003,CA1 Quadrilaminar ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4004,CA1 LMR Projecting ,CA1:SR
2020,CA3 Trilaminar ,4005,CA1 LMR ,CA1:SR
2020,CA3 Trilaminar ,4006,CA1 Perforant Path-Assoc ,CA1:SR
2020,CA3 Trilaminar ,4013,CA1 Radial Trilaminar ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4015,CA1 Schaffer Collateral-Assoc ,CA1:SR
2020,CA3 Trilaminar ,4020,CA1 Interneuron Specific O-Targeting QuadD ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4022,CA1 Interneuron Specific LMO-O ,CA1:SO
2020,CA3 Trilaminar ,4023,CA1 Back-Projection ,CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4028,CA1 Radiatum ,CA1:SR
2020,CA3 Trilaminar ,4031,CA1 Interneuron Specific O-R ,CA1:SO
2020,CA3 Trilaminar ,4033,CA1 SO-SO ,CA1:SO
2020,CA3 Trilaminar ,4035,CA1 Trilaminar ,CA1:SO
2020,CA3 Trilaminar ,4036,CA1 Axo-Axonic ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4038,CA1 Horizontal Axo-Axonic ,CA1:SO
2020,CA3 Trilaminar ,4039,CA1 Horizontal Basket ,CA1:SO
2020,CA3 Trilaminar ,4041,CA1 Hippocampo-Subicular Projecting ENK+ ,CA1:SR; CA1:SO
2020,CA3 Trilaminar ,4054,CA1 Radiatum Giant ,CA1:SR; CA1:SP
2020,CA3 Trilaminar ,4055,CA1 Oriens/Alveus ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4056,CA1 Interneuron Specific LMR-R ,CA1:SR
2020,CA3 Trilaminar ,4061,CA1 R-Receiving Apical-Targeting ,CA1:SR
2020,CA3 Trilaminar ,4066,CA1 OR-LM ,CA1:SR; CA1:SO
2020,CA3 Trilaminar ,4068,CA1 Oriens-Bistratified Projecting ,CA1:SO
2020,CA3 Trilaminar ,4069,CA1 O-LM ,CA1:SO
2020,CA3 Trilaminar ,4076,CA1 Perforant Path-Associated QuadD ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4078,CA1 Basket ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4079,CA1 Basket CCK+ ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4080,CA1 Bistratified ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4081,CA1 Ivy ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4083,CA1 Oriens-Bistratified ,CA1:SO
2020,CA3 Trilaminar ,4084,CA1 Schaffer Collateral-Receiving R-Targeting ,CA1:SR; CA1:SP; CA1:SO
2020,CA3 Trilaminar ,4087,CA1 CA1 O-LMR ,CA1:SO
2020,CA3 Trilaminar ,4089,CA1 Recurrent O-LM ,CA1:SO
2020,CA3 Trilaminar ,4091,CA1 Interneuron Specific R-O ,CA1:SR; CA1:SP
2020,CA3 Trilaminar ,4093,CA1 Interneuron Specific RO-O ,CA1:SR; CA1:SO
3000,CA2 Pyramidal ,3000,CA2 Pyramidal ,CA2:SR; CA2:SP; CA2:SO
3000,CA2 Pyramidal ,3006,CA2 Basket ,CA2:SR; CA2:SP; CA2:SO
3000,CA2 Pyramidal ,3007,CA2 Wide-Arbor Basket ,CA3:SP; CA2:SR; CA2:SP; CA2:SO; CA1:SP
3000,CA2 Pyramidal ,3003,CA2 Bistratified ,CA2:SR; CA2:SO
3000,CA2 Pyramidal ,3008,CA2 SP-SR ,CA2:SR; CA2:SO
3000,CA2 Pyramidal ,1002,DG Mossy ,DG:H
3000,CA2 Pyramidal ,1004,DG Total Molecular Layer ,DG:H
3000,CA2 Pyramidal ,1005,DG MOLAX ,DG:H
3000,CA2 Pyramidal ,1006,DG Outer Molecular Layer ,DG:H
3000,CA2 Pyramidal ,1009,DG HICAP ,DG:H
3000,CA2 Pyramidal ,1010,DG Axo-Axonic ,DG:H
3000,CA2 Pyramidal ,1013,DG HIPP ,DG:H
3000,CA2 Pyramidal ,1026,DG HIPROM ,DG:H
3000,CA2 Pyramidal ,1027,DG AIPRIM ,DG:H
3000,CA2 Pyramidal ,1035,DG Basket ,DG:H
3000,CA2 Pyramidal ,1036,DG Basket CCK+ ,DG:H
3000,CA2 Pyramidal ,1041,DG Hilar Ectopic Granule ,DG:H
3000,CA2 Pyramidal ,1043,DG Mossy MOLDEN ,DG:H
3000,CA2 Pyramidal ,2000,CA3 Pyramidal ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2001,CA3 Granule ,CA3:SR
3000,CA2 Pyramidal ,2003,CA3 Giant ,CA3:SR
3000,CA2 Pyramidal ,2004,CA3c Pyramidal ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2005,CA3 LMR-Targeting ,CA3:SR
3000,CA2 Pyramidal ,2008,CA3 R-LM ,CA3:SR
3000,CA2 Pyramidal ,2009,CA3 O-LM ,CA3:SO
3000,CA2 Pyramidal ,2013,CA3 Lucidum ORAX ,CA3:SR
3000,CA2 Pyramidal ,2014,CA3 Lucidum-Radiatum ,CA3:SR
3000,CA2 Pyramidal ,2017,CA3 Lucidum LAX ,CA3:SR
3000,CA2 Pyramidal ,2019,CA3 Spiny Lucidum Dentate-Projecting ,CA3:SP
3000,CA2 Pyramidal ,2020,CA3 Trilaminar ,CA3:SO
3000,CA2 Pyramidal ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
3000,CA2 Pyramidal ,2022,CA3 SO-SO ,CA3:SO
3000,CA2 Pyramidal ,2023,CA3 Radiatum ,CA3:SR
3000,CA2 Pyramidal ,2028,CA3 Axo-Axonic ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2036,CA3 Mossy Fiber-Associated ,CA3:SR; CA3:SP
3000,CA2 Pyramidal ,2042,CA3 Interneuron Specific Quad ,DG:H; CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2043,CA3 Basket ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2044,CA3 Basket CCK+ ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2045,CA3 Bistratified ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2046,CA3 Ivy ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
3000,CA2 Pyramidal ,2049,CA3 QuadD-LM ,CA3:SR; CA3:SP; CA3:SO
3000,CA2 Pyramidal ,4000,CA1 Pyramidal ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4003,CA1 Quadrilaminar ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4004,CA1 LMR Projecting ,CA1:SR
3000,CA2 Pyramidal ,4005,CA1 LMR ,CA1:SR
3000,CA2 Pyramidal ,4006,CA1 Perforant Path-Assoc ,CA1:SR
3000,CA2 Pyramidal ,4013,CA1 Radial Trilaminar ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4015,CA1 Schaffer Collateral-Assoc ,CA1:SR
3000,CA2 Pyramidal ,4020,CA1 Interneuron Specific O-Targeting QuadD ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4022,CA1 Interneuron Specific LMO-O ,CA1:SO
3000,CA2 Pyramidal ,4023,CA1 Back-Projection ,CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4028,CA1 Radiatum ,CA1:SR
3000,CA2 Pyramidal ,4031,CA1 Interneuron Specific O-R ,CA1:SO
3000,CA2 Pyramidal ,4033,CA1 SO-SO ,CA1:SO
3000,CA2 Pyramidal ,4035,CA1 Trilaminar ,CA1:SO
3000,CA2 Pyramidal ,4036,CA1 Axo-Axonic ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4038,CA1 Horizontal Axo-Axonic ,CA1:SO
3000,CA2 Pyramidal ,4039,CA1 Horizontal Basket ,CA1:SO
3000,CA2 Pyramidal ,4041,CA1 Hippocampo-Subicular Projecting ENK+ ,CA1:SR; CA1:SO
3000,CA2 Pyramidal ,4054,CA1 Radiatum Giant ,CA1:SR; CA1:SP
3000,CA2 Pyramidal ,4055,CA1 Oriens/Alveus ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4056,CA1 Interneuron Specific LMR-R ,CA1:SR
3000,CA2 Pyramidal ,4061,CA1 R-Receiving Apical-Targeting ,CA1:SR
3000,CA2 Pyramidal ,4066,CA1 OR-LM ,CA1:SR; CA1:SO
3000,CA2 Pyramidal ,4068,CA1 Oriens-Bistratified Projecting ,CA1:SO
3000,CA2 Pyramidal ,4069,CA1 O-LM ,CA1:SO
3000,CA2 Pyramidal ,4076,CA1 Perforant Path-Associated QuadD ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4078,CA1 Basket ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4079,CA1 Basket CCK+ ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4080,CA1 Bistratified ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4081,CA1 Ivy ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4083,CA1 Oriens-Bistratified ,CA1:SO
3000,CA2 Pyramidal ,4084,CA1 Schaffer Collateral-Receiving R-Targeting ,CA1:SR; CA1:SP; CA1:SO
3000,CA2 Pyramidal ,4087,CA1 CA1 O-LMR ,CA1:SO
3000,CA2 Pyramidal ,4089,CA1 Recurrent O-LM ,CA1:SO
3000,CA2 Pyramidal ,4091,CA1 Interneuron Specific R-O ,CA1:SR; CA1:SP
3000,CA2 Pyramidal ,4093,CA1 Interneuron Specific RO-O ,CA1:SR; CA1:SO
3006,CA2 Basket ,3000,CA2 Pyramidal ,CA2:SP
3006,CA2 Basket ,3003,CA2 Bistratified ,CA2:SP
3006,CA2 Basket ,3006,CA2 Basket ,CA2:SP
3006,CA2 Basket ,3007,CA2 Wide-Arbor Basket ,CA2:SP
3006,CA2 Basket ,3008,CA2 SP-SR ,CA2:SP;
3007,CA2 Wide-Arbor Basket ,2000,CA3 Pyramidal ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2004,CA3c Pyramidal ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2028,CA3 Axo-Axonic ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2043,CA3 Basket ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2044,CA3 Basket CCK+ ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2045,CA3 Bistratified ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2049,CA3 QuadD-LM ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,3000,CA2 Pyramidal ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,3003,CA2 Bistratified ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,3006,CA2 Basket ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,3007,CA2 Wide-Arbor Basket ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,3008,CA2 SP-SR ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4000,CA1 Pyramidal ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4020,CA1 Interneuron Specific O-Targeting QuadD ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4022,CA1 Interneuron Specific LMO-O ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4036,CA1 Axo-Axonic ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4066,CA1 OR-LM ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4078,CA1 Basket ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4079,CA1 Basket CCK+ ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,4080,CA1 Bistratified ,CA3:SP; CA2:SP; CA1:SP
3007,CA2 Wide-Arbor Basket ,2035,CA3 Mossy Fiber-Associated ORDEN ,
3007,CA2 Wide-Arbor Basket ,2042,CA3 Interneuron Specific Quad ,
3007,CA2 Wide-Arbor Basket ,4054,CA1 Radiatum Giant ,
3007,CA2 Wide-Arbor Basket ,4039,CA1 Horizontal Basket ,
3007,CA2 Wide-Arbor Basket ,4013,CA1 Radial Trilaminar ,
3007,CA2 Wide-Arbor Basket ,4056,CA1 Interneuron Specific LMR-R ,
3007,CA2 Wide-Arbor Basket ,4091,CA1 Interneuron Specific R-O ,
3007,CA2 Wide-Arbor Basket ,4093,CA1 Interneuron Specific RO-O ,
3007,CA2 Wide-Arbor Basket ,4081,CA1 Ivy ,CA3:SP; CA2:SP; CA1:SP
3003,CA2 Bistratified ,3000,CA2 Pyramidal ,CA2:SR; CA2:SP; CA2:SO
3003,CA2 Bistratified ,3006,CA2 Basket ,CA2:SR; CA2:SP; CA2:SO
3003,CA2 Bistratified ,3007,CA2 Wide-Arbor Basket ,CA2:SR; CA2:SP; CA2:SO
3003,CA2 Bistratified ,3003,CA2 Bistratified ,CA2:SR; CA2:SO
3003,CA2 Bistratified ,3008,CA2 SP-SR ,CA2:SR; CA2:SO
3003,CA2 Bistratified ,4000,CA1 Pyramidal ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4003,CA1 Quadrilaminar ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4004,CA1 LMR Projecting ,CA1:SR
3003,CA2 Bistratified ,4005,CA1 LMR ,CA1:SR
3003,CA2 Bistratified ,4006,CA1 Perforant Path-Assoc ,CA1:SR
3003,CA2 Bistratified ,4013,CA1 Radial Trilaminar ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4015,CA1 Schaffer Collateral-Assoc ,CA1:SR
3003,CA2 Bistratified ,4020,CA1 Interneuron Specific O-Targeting QuadD ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4022,CA1 Interneuron Specific LMO-O ,CA1:SO
3003,CA2 Bistratified ,4023,CA1 Back-Projection ,CA1:SO
3003,CA2 Bistratified ,4028,CA1 Radiatum ,CA1:SR
3003,CA2 Bistratified ,4031,CA1 Interneuron Specific O-R ,CA1:SO
3003,CA2 Bistratified ,4033,CA1 SO-SO ,CA1:SO
3003,CA2 Bistratified ,4035,CA1 Trilaminar ,CA1:SO
3003,CA2 Bistratified ,4036,CA1 Axo-Axonic ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4038,CA1 Horizontal Axo-Axonic ,CA1:SO
3003,CA2 Bistratified ,4039,CA1 Horizontal Basket ,CA1:SO
3003,CA2 Bistratified ,4041,CA1 Hippocampo-Subicular Projecting ENK+ ,CA1:SR; CA1:SO
3003,CA2 Bistratified ,4054,CA1 Radiatum Giant ,CA1:SR
