source_name,source_id,target_name,target_id,number_of_potential_synapses_mean,number_of_potential_synapses_stdev
"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,"CA3 Lucidum-Radiatum (i)03300",2014,0.022673147080061448,0.011600165568766651
"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,"CA3 Spiny Lucidum Dentate-Projecting (i)01320p",2019,0.07010686361081415,0.009638227380856606
"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,"CA3 Mossy Fiber-Associated (i)03330p",2036,0.019466828199294444,0.008087891563640386
"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.022204381353920936,N/A
"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,"CA3 QuadD-LM (i)12222",2049,0.013927118579827764,N/A
"CA3 O-LM (i)11003",2009,"CA3 Pyramidal (e)23223p",2000,0.13450730579062645,0.016224269059144692
"CA3 O-LM (i)11003",2009,"CA3c Pyramidal (e)03223p",2004,0.01858545442264886,N/A
"CA3 O-LM (i)11003",2009,"CA3 Granule (e)22100",2001,0.08468893782121754,0.027956916923993404
"CA3 O-LM (i)11003",2009,"CA3 Axo-Axonic (i)22232",2028,0.07830306734788496,N/A
"CA3 O-LM (i)11003",2009,"CA3 Horizontal Axo-Axonic (i)00012",2047,0.010314061024240782,0.00284114570822444
"CA3 O-LM (i)11003",2009,"CA3 Basket (i)22232",2043,0.09326785316291386,N/A
"CA3 O-LM (i)11003",2009,"CA3 Basket CCK+ (i)22232",2044,0.04634590386054004,N/A
"CA3 O-LM (i)11003",2009,"CA3 Bistratified (i)03333",2045,0.010126229989019768,N/A
"CA3 O-LM (i)11003",2009,"CA3 Interneuron Specific Oriens (i)01113",2021,0.018166396929372896,0.005197019479508133
"CA3 O-LM (i)11003",2009,"CA3 Ivy (i)03333",2046,0.0039814432227218335,0.00013313230222979132
"CA3 O-LM (i)11003",2009,"CA3 LMR-Targeting (i)33200",2005,0.05516211360548649,N/A
"CA3 O-LM (i)11003",2009,"CA3 Lucidum ORAX (i)03311",2013,0.004513227284465261,0.0014482548197118793
"CA3 O-LM (i)11003",2009,"CA3 Lucidum-Radiatum (i)03300",2014,0.003578015617940101,0.001352627202111988
"CA3 O-LM (i)11003",2009,"CA3 Mossy Fiber-Associated (i)03330p",2036,0.005337969569019751,0.00008786404401954145
"CA3 O-LM (i)11003",2009,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.010263487535301466,N/A
"CA3 O-LM (i)11003",2009,"CA3 O-LM (i)11003",2009,0.02023496864782414,N/A
"CA3 O-LM (i)11003",2009,"CA3 QuadD-LM (i)12222",2049,0.004784804363218486,N/A
"CA3 O-LM (i)11003",2009,"CA3 Radiatum (i)03000",2023,0.011286133297139999,0.008255439426636275
"CA3 O-LM (i)11003",2009,"CA3 R-LM (i)12000",2008,0.00792370767078851,N/A
"CA3 O-LM (i)11003",2009,"CA3 SO-SO (i)00003",2022,0.009007622072071753,N/A
"CA3 O-LM (i)11003",2009,"CA3 Trilaminar (i)01113p",2020,0.021253906520906498,0.0031021609857870723
"CA3 QuadD-LM (i)12222",2049,"CA3 Pyramidal (e)23223p",2000,0.1115425386570108,0.014607226641412709
"CA3 QuadD-LM (i)12222",2049,"CA3 Granule (e)22100",2001,0.08553616574627625,0.028540602988682415
"CA3 QuadD-LM (i)12222",2049,"CA3 Axo-Axonic (i)22232",2028,0.06782234931998159,N/A
"CA3 QuadD-LM (i)12222",2049,"CA3 Basket (i)22232",2043,0.08548609480873298,N/A
"CA3 QuadD-LM (i)12222",2049,"CA3 Basket CCK+ (i)22232",2044,0.04134679317967487,N/A
"CA3 QuadD-LM (i)12222",2049,"CA3 LMR-Targeting (i)33200",2005,0.05546511167672564,N/A
"CA3 Radiatum (i)03000",2023,"CA3 Pyramidal (e)23223p",2000,0.031046249112211103,0.016102372096610085
"CA3 Radiatum (i)03000",2023,"CA3c Pyramidal (e)03223p",2004,0.043628142193460714,0.018172182875870694
"CA3 Radiatum (i)03000",2023,"CA3 Granule (e)22100",2001,0.00462181097260838,0.0019295720410315142
"CA3 Radiatum (i)03000",2023,"CA3 Axo-Axonic (i)22232",2028,0.016263967364334084,0.006774338176521553
"CA3 Radiatum (i)03000",2023,"CA3 Basket (i)22232",2043,0.01999937925632952,0.008330228127485764
"CA3 Radiatum (i)03000",2023,"CA3 Basket CCK+ (i)22232",2044,0.026509559949123265,0.011041876805529698
"CA3 Radiatum (i)03000",2023,"CA3 Bistratified (i)03333",2045,0.024062823508814564,0.010022751538971569
"CA3 Radiatum (i)03000",2023,"CA3 Ivy (i)03333",2046,0.013212926733300939,0.0055050648341421265
"CA3 Radiatum (i)03000",2023,"CA3 LMR-Targeting (i)33200",2005,0.004259244633339417,0.0017740790347409274
"CA3 Radiatum (i)03000",2023,"CA3 Lucidum ORAX (i)03311",2013,0.023122668960843282,0.012157856001098814
"CA3 Radiatum (i)03000",2023,"CA3 Lucidum-Radiatum (i)03300",2014,0.018331288334431515,0.010311337992449965
"CA3 Radiatum (i)03000",2023,"CA3 Mossy Fiber-Associated (i)03330p",2036,0.02734808053925054,0.011400032171045347
"CA3 Radiatum (i)03000",2023,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.027197408870712047,0.01132838261956721
"CA3 Radiatum (i)03000",2023,"CA3 QuadD-LM (i)12222",2049,0.007153709660351881,0.0029796941527407573
"CA3 Radiatum (i)03000",2023,"CA3 Radiatum (i)03000",2023,0.05782237579214643,0.0486717830559447
"CA3 Radiatum (i)03000",2023,"CA3 R-LM (i)12000",2008,0.040595622127159364,0.016909064474559636
"CA3 R-LM (i)12000",2008,"CA3 Pyramidal (e)23223p",2000,0.15163577116987947,0.019857698265545135
"CA3 R-LM (i)12000",2008,"CA3 Granule (e)22100",2001,0.1162815784185669,0.038799335176958626
"CA3 R-LM (i)12000",2008,"CA3 Axo-Axonic (i)22232",2028,0.09220064708507476,N/A
"CA3 R-LM (i)12000",2008,"CA3 Basket (i)22232",2043,0.11621350981156739,N/A
"CA3 R-LM (i)12000",2008,"CA3 Basket CCK+ (i)22232",2044,0.05620862627558143,N/A
"CA3 R-LM (i)12000",2008,"CA3 LMR-Targeting (i)33200",2005,0.07540168157715814,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Pyramidal (e)23223p",2000,0.04456891263475427,0.017225530533665444
"CA3 SO-SO (i)00003",2022,"CA3c Pyramidal (e)03223p",2004,0.023391937087773127,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Axo-Axonic (i)22232",2028,0.02019423550978353,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Horizontal Axo-Axonic (i)00012",2047,0.023959254030319222,0.006599896161222425
"CA3 SO-SO (i)00003",2022,"CA3 Basket (i)22232",2043,0.013070125975120184,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Basket CCK+ (i)22232",2044,0.0015573475999306492,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Bistratified (i)03333",2045,0.012612559539388106,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Interneuron Specific Oriens (i)01113",2021,0.04219999453401482,0.012072520185541408
"CA3 SO-SO (i)00003",2022,"CA3 Ivy (i)03333",2046,0.003257875867532474,0.00030350318378187166
"CA3 SO-SO (i)00003",2022,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.011510146639122056,N/A
"CA3 SO-SO (i)00003",2022,"CA3 O-LM (i)11003",2009,0.0470052245172217,N/A
"CA3 SO-SO (i)00003",2022,"CA3 QuadD-LM (i)12222",2049,0.00787138032182349,N/A
"CA3 SO-SO (i)00003",2022,"CA3 SO-SO (i)00003",2022,0.020924435576505977,N/A
"CA3 SO-SO (i)00003",2022,"CA3 Trilaminar (i)01113p",2020,0.04937218659791101,0.0072062268127688405
"CA3 Trilaminar (i)01113p",2020,"CA3 Pyramidal (e)23223p",2000,0.11680229230438494,0.04092662158548909
"CA3 Trilaminar (i)01113p",2020,"CA3c Pyramidal (e)03223p",2004,0.11658066800975203,0.032530685614168504
"CA3 Trilaminar (i)01113p",2020,"CA3 Granule (e)22100",2001,0.005503717340708188,0.0030732491859816135
"CA3 Trilaminar (i)01113p",2020,"CA3 Axo-Axonic (i)22232",2028,0.07327066905894507,0.016157193292999018
"CA3 Trilaminar (i)01113p",2020,"CA3 Horizontal Axo-Axonic (i)00012",2047,0.03755339215379328,0.014690273183320791
"CA3 Trilaminar (i)01113p",2020,"CA3 Basket (i)22232",2043,0.06520281868176055,0.016396225467152657
"CA3 Trilaminar (i)01113p",2020,"CA3 Basket CCK+ (i)22232",2044,0.03875876669174339,0.01770408547618866
"CA3 Trilaminar (i)01113p",2020,"CA3 Bistratified (i)03333",2045,0.06992799048876641,0.018739770639253396
"CA3 Trilaminar (i)01113p",2020,"CA3 Interneuron Specific Oriens (i)01113",2021,0.06614366797974457,0.026373466172233066
"CA3 Trilaminar (i)01113p",2020,"CA3 Ivy (i)03333",2046,0.031454855218775696,0.009967377367334716
"CA3 Trilaminar (i)01113p",2020,"CA3 LMR-Targeting (i)33200",2005,0.008695402903412058,0.0033424285061171614
"CA3 Trilaminar (i)01113p",2020,"CA3 Lucidum ORAX (i)03311",2013,0.034682301961303744,0.01811816302038699
"CA3 Trilaminar (i)01113p",2020,"CA3 Lucidum-Radiatum (i)03300",2014,0.030212969822216298,0.015864147661593487
"CA3 Trilaminar (i)01113p",2020,"CA3 Spiny Lucidum Dentate-Projecting (i)01320p",2019,0.02279462838439509,0.011754702687651039
"CA3 Trilaminar (i)01113p",2020,"CA3 Mossy Fiber-Associated (i)03330p",2036,0.04248977454748673,0.018772170186089364
"CA3 Trilaminar (i)01113p",2020,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.06307261369551381,0.019346527255795096
"CA3 Trilaminar (i)01113p",2020,"CA3 O-LM (i)11003",2009,0.07367531674143724,0.02046325780328099
"CA3 Trilaminar (i)01113p",2020,"CA3 QuadD-LM (i)12222",2049,0.02887008588585815,0.0066056099576868935
"CA3 Trilaminar (i)01113p",2020,"CA3 Radiatum (i)03000",2023,0.06885569622259559,0.06333385172601982
"CA3 Trilaminar (i)01113p",2020,"CA3 R-LM (i)12000",2008,0.048341836302316386,0.02695886808505382
"CA3 Trilaminar (i)01113p",2020,"CA3 SO-SO (i)00003",2022,0.03279666110668318,0.00910924528045408
"CA3 Trilaminar (i)01113p",2020,"CA3 Trilaminar (i)01113p",2020,0.0773852592595474,0.02428074055632018
"CA2 Pyramidal (e)2333p",3000,"CA2 Pyramidal (e)2333p",3000,0.1384365973688509,0.07574690634078547
"CA2 Pyramidal (e)2333p",3000,"CA2 Basket (i)2232",3006,0.08775797833252678,0.04591256646426313
"CA2 Pyramidal (e)2333p",3000,"CA2 Wide-Arbor Basket (i)2232p",3007,0.05330114474364282,0.033287383652390694
"CA2 Pyramidal (e)2333p",3000,"CA2 Bistratified (i)0313p",3003,0.08722365267040424,0.036180799451496194
"CA2 Pyramidal (e)2333p",3000,"CA2 SP-SR (i)0322",3008,0.06622114195729328,0.02720881498518075
"CA2 Bistratified (i)0313p",3003,"CA2 Pyramidal (e)2333p",3000,0.6085808689908478,0.183584868488755
"CA2 Bistratified (i)0313p",3003,"CA2 Basket (i)2232",3006,0.3794799280191903,0.06443526702582196
"CA2 Bistratified (i)0313p",3003,"CA2 Wide-Arbor Basket (i)2232p",3007,0.22453403312787668,0.03352219088805652
"CA2 Bistratified (i)0313p",3003,"CA2 Bistratified (i)0313p",3003,0.40888997823897255,0.09523012369411399
"CA2 Bistratified (i)0313p",3003,"CA2 SP-SR (i)0322",3008,0.302917598612699,0.05600310518782956
"CA2 SP-SR (i)0322",3008,"CA2 Pyramidal (e)2333p",3000,0.19178308337588384,0.05139769547648889
"CA2 SP-SR (i)0322",3008,"CA2 Basket (i)2232",3006,0.10586169063575915,N/A
"CA2 SP-SR (i)0322",3008,"CA2 Wide-Arbor Basket (i)2232p",3007,0.046551170902116724,N/A
"CA2 SP-SR (i)0322",3008,"CA2 Bistratified (i)0313p",3003,0.13411165720897963,0.02035931117377963
"CA2 SP-SR (i)0322",3008,"CA2 SP-SR (i)0322",3008,0.09780824712429365,N/A
"CA1 Pyramidal (e)2223p",4000,"CA1 Pyramidal (e)2223p",4000,0.006305479504929314,0.00407310544926969
"CA1 Pyramidal (e)2223p",4000,"CA1 Axo-Axonic (i)2232",4036,0.004204543442078702,0.0035802970021796415
"CA1 Pyramidal (e)2223p",4000,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.0017222847189196525,0.0011344806677928711
"CA1 Pyramidal (e)2223p",4000,"CA1 Back-Projection (i)1133p",4023,0.0037282306763059556,0.0023128485759015384
"CA1 Pyramidal (e)2223p",4000,"CA1 Basket (i)2232",4078,0.0035158460728988163,0.002321801784737255
"CA1 Pyramidal (e)2223p",4000,"CA1 Basket CCK+ (i)2232",4079,0.002979090897797353,0.0018558339392821172
"CA1 Pyramidal (e)2223p",4000,"CA1 Horizontal Basket (i)0012",4039,0.005157509533236996,0.0037859213248039965
"CA1 Pyramidal (e)2223p",4000,"CA1 Bistratified (i)0333",4080,0.0024238430588430972,0.0016539410686286537
"CA1 Pyramidal (e)2223p",4000,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.0015047751086564693,0.001337509415042663
"CA1 Pyramidal (e)2223p",4000,"CA1 Interneuron Specific O-R (i)0102",4031,0.002366714875990169,0.0014966735534946733
"CA1 Pyramidal (e)2223p",4000,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.0009605774600655152,0.0006225973738655586
"CA1 Pyramidal (e)2223p",4000,"CA1 Interneuron Specific RO-O (i)0203",4093,0.0020492468662040675,0.0018022990718026747
"CA1 Pyramidal (e)2223p",4000,"CA1 Ivy (i)0333",4081,0.003003661027911098,0.0018792548171967683
"CA1 Pyramidal (e)2223p",4000,"CA1 O-LM (i)1002",4069,0.007026485736887797,0.004992031390671227
"CA1 Pyramidal (e)2223p",4000,"CA1 Recurrent O-LM (i)1003",4089,0.012169374464504033,0.010755311947854066
"CA1 Pyramidal (e)2223p",4000,"CA1 O-LMR (i)1102",4087,0.004860176072266213,0.003090322571219437
"CA1 Pyramidal (e)2223p",4000,"CA1 Oriens/Alveus (i)2233",4055,0.0020825303386062892,0.0016216192287711521
"CA1 Pyramidal (e)2223p",4000,"CA1 Oriens-Bistratified (i)0103",4083,0.0017984122518785648,0.0012058834098322671
"CA1 Pyramidal (e)2223p",4000,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.008352282648253238,0.00518142966617078
"CA1 Pyramidal (e)2223p",4000,"CA1 OR-LM (i)1202",4066,0.004181739791907776,0.0031677242170027563
"CA1 Pyramidal (e)2223p",4000,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.0017978972592933543,0.0013800372781792728
"CA1 Pyramidal (e)2223p",4000,"CA1 Quadrilaminar (i)3333",4003,0.002165111891544369,0.0013431507837888235
"CA1 Pyramidal (e)2223p",4000,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.001750758825082571,0.0010861023383218833
"CA1 Pyramidal (e)2223p",4000,"CA1 SO-SO (i)0003",4033,0.00792182360400559,0.0065322660995970235
"CA1 Pyramidal (e)2223p",4000,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.001017641961039626,0.0006313052932390486
"CA1 Pyramidal (e)2223p",4000,"CA1 Trilaminar (i)0113p",4035,0.010367465246845248,0.006431570177313499
"CA1 Pyramidal (e)2223p",4000,"CA1 Radial Trilaminar (i)2333",4013,0.001611926791708293,0.0009999763717286985
Cajal-Retzius,4094,"CA1 Pyramidal (e)2223p",4000,0.001994025198194501,0.0010797984195353137
Cajal-Retzius,4094,Cajal-Retzius,4094,0.0008604070803877093,0.0003210002453351209
Cajal-Retzius,4094,"CA1 Radiatum Giant (e)2201",4054,0.0015841731855967115,0.001604275563218933
Cajal-Retzius,4094,"CA1 Axo-Axonic (i)2232",4036,0.0029861891656087604,0.0020069062803434756
Cajal-Retzius,4094,"CA1 Basket (i)2232",4078,0.0012470574481145784,0.0009401900828573936
Cajal-Retzius,4094,"CA1 Basket CCK+ (i)2232",4079,0.0024074214005936913,0.0009869766478228946
Cajal-Retzius,4094,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.0016254022593656424,0.0010532908625599646
Cajal-Retzius,4094,"CA1 Interneuron Specific LM-R (i)2100",4021,0.0008905596503302815,0.00033220343929266083
Cajal-Retzius,4094,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.0009105609845802029,0.0003393898297404482
Cajal-Retzius,4094,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.0008422174260006389,0.0003411569275699073
Cajal-Retzius,4094,"CA1 LMR (i)3300",4005,0.0011539866450798542,0.00043012092284732176
Cajal-Retzius,4094,"CA1 LMR Projecting (i)3300p",4004,0.0018612897773796506,0.0013708477859710713
Cajal-Retzius,4094,"CA1 Neurogliaform (i)3000",4012,0.005311738502766781,0.0020583944019741465
Cajal-Retzius,4094,"CA1 Neurogliaform Projecting (i)3000p",4011,0.0017075884120715482,0.0006851013763772293
Cajal-Retzius,4094,"CA1 Oriens/Alveus (i)2233",4055,0.0015076544013983212,0.001225138209300811
Cajal-Retzius,4094,"CA1 Perforant Path-Associated (i)3200p",4006,0.0016787229605301976,0.000625703834673296
Cajal-Retzius,4094,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.0017777436505139637,0.0012128070344750933
Cajal-Retzius,4094,"CA1 Quadrilaminar (i)3333",4003,0.0015287760953132052,0.000569814726839875
Cajal-Retzius,4094,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.0008285545427454108,0.0004120887753099773
Cajal-Retzius,4094,"CA1 Radial Trilaminar (i)2333",4013,0.0006908085885618819,0.00025748237979177947
"CA1 Radiatum Giant (e)2201",4054,"CA1 Pyramidal (e)2223p",4000,0.001809341193873138,0.0011651004361443425
"CA1 Radiatum Giant (e)2201",4054,"CA1 Axo-Axonic (i)2232",4036,0.0012064829717129395,0.0010255035300696094
"CA1 Radiatum Giant (e)2201",4054,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.0004942051888493894,0.000324554220876306
"CA1 Radiatum Giant (e)2201",4054,"CA1 Back-Projection (i)1133p",4023,0.0010698062435423768,0.0006614081749160633
"CA1 Radiatum Giant (e)2201",4054,"CA1 Basket (i)2232",4078,0.00100886302557005,0.0006642353304236335
"CA1 Radiatum Giant (e)2201",4054,"CA1 Basket CCK+ (i)2232",4079,0.0008548425028522377,0.0005307302039262289
"CA1 Radiatum Giant (e)2201",4054,"CA1 Horizontal Basket (i)0012",4039,0.001479934150762691,0.001083722128804197
"CA1 Radiatum Giant (e)2201",4054,"CA1 Bistratified (i)0333",4080,0.0006955155576066615,0.0004732600559536187
"CA1 Radiatum Giant (e)2201",4054,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.0004317913632862722,0.0003831594327359734
"CA1 Radiatum Giant (e)2201",4054,"CA1 Interneuron Specific O-R (i)0102",4031,0.0006791227718579943,0.0004280607117519306
"CA1 Radiatum Giant (e)2201",4054,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.0002756352418628707,0.00017809602021119438
"CA1 Radiatum Giant (e)2201",4054,"CA1 Interneuron Specific RO-O (i)0203",4093,0.0005880261395727143,0.0005162904875969175
"CA1 Radiatum Giant (e)2201",4054,"CA1 Ivy (i)0333",4081,0.0008618928387575192,0.0005374437955992108
"CA1 Radiatum Giant (e)2201",4054,"CA1 O-LM (i)1002",4069,0.002016232085438467,0.0014287365507151843
"CA1 Radiatum Giant (e)2201",4054,"CA1 Recurrent O-LM (i)1003",4089,0.0034919708334761835,0.003081040709472581
"CA1 Radiatum Giant (e)2201",4054,"CA1 O-LMR (i)1102",4087,0.0013946150756898527,0.0008838887600516022
"CA1 Radiatum Giant (e)2201",4054,"CA1 Oriens/Alveus (i)2233",4055,0.0005975767467304098,0.0004643153532213639
"CA1 Radiatum Giant (e)2201",4054,"CA1 Oriens-Bistratified (i)0103",4083,0.0005160497894484107,0.0003450177752259067
"CA1 Radiatum Giant (e)2201",4054,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.0023966661134244417,0.001481739866010086
"CA1 Radiatum Giant (e)2201",4054,"CA1 OR-LM (i)1202",4066,0.0011999395227028087,0.0009068975866020798
"CA1 Radiatum Giant (e)2201",4054,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.0005159020136451221,0.0003951187162567866
"CA1 Radiatum Giant (e)2201",4054,"CA1 Quadrilaminar (i)3333",4003,0.0006212733118319338,0.00038410249499216037
"CA1 Radiatum Giant (e)2201",4054,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.0005023757606828258,0.00031059403233155164
"CA1 Radiatum Giant (e)2201",4054,"CA1 SO-SO (i)0003",4033,0.0022731469932015204,0.0018708104739222527
"CA1 Radiatum Giant (e)2201",4054,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.00029200975425951837,0.00018053515745332786
"CA1 Radiatum Giant (e)2201",4054,"CA1 Trilaminar (i)0113p",4035,0.0029749175986538293,0.0018392440980116282
"CA1 Radiatum Giant (e)2201",4054,"CA1 Radial Trilaminar (i)2333",4013,0.0004625382642930778,0.0002859644828786327
"CA1 Back-Projection (i)1133p",4023,"CA1 Pyramidal (e)2223p",4000,0.045168333506226295,0.00578226019900597
"CA1 Back-Projection (i)1133p",4023,Cajal-Retzius,4094,0.002676441175228728,0.00004345254659974156
"CA1 Back-Projection (i)1133p",4023,"CA1 Radiatum Giant (e)2201",4054,0.015283980223809175,0.00532310856407634
"CA1 Back-Projection (i)1133p",4023,"CA1 Axo-Axonic (i)2232",4036,0.0384401829185946,0.011665663543967027
"CA1 Back-Projection (i)1133p",4023,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.005718915132565004,0.00126654279748529
"CA1 Back-Projection (i)1133p",4023,"CA1 Back-Projection (i)1133p",4023,0.01665124879428792,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Basket (i)2232",4078,0.03386086108671635,0.004612733368054724
"CA1 Back-Projection (i)1133p",4023,"CA1 Basket CCK+ (i)2232",4079,0.03144152807441054,0.0023891807665537847
"CA1 Back-Projection (i)1133p",4023,"CA1 Horizontal Basket (i)0012",4039,0.0171257162024169,0.006720537556142493
"CA1 Back-Projection (i)1133p",4023,"CA1 Bistratified (i)0333",4080,0.017939674790015042,0.0024879666900875946
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.010052753349719272,0.004159320017334041
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific LM-R (i)2100",4021,0.0027702358238000753,0.00004154885366804218
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.005726108114419803,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific O-R (i)0102",4031,0.007858771183464421,0.0009644977152714093
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific O-Targeting QuadD (i)2223",4020,0.012444643057068652,0.0007493353715222524
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific R-O (i)0221",4091,0.011451796929976136,0.00513682465460645
"CA1 Back-Projection (i)1133p",4023,"CA1 Interneuron Specific RO-O (i)0203",4093,0.010300594432161251,0.004601228638095278
"CA1 Back-Projection (i)1133p",4023,"CA1 Ivy (i)0333",4081,0.018800622987408835,0.0015861695153461587
"CA1 Back-Projection (i)1133p",4023,"CA1 LMR (i)3300",4005,0.006672861208174613,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 LMR Projecting (i)3300p",4004,0.009138682258524291,0.0036785114735384925
"CA1 Back-Projection (i)1133p",4023,"CA1 Neurogliaform (i)3000",4012,0.01652305747466265,0.0017521831482146138
"CA1 Back-Projection (i)1133p",4023,"CA1 Neurogliaform Projecting (i)3000p",4011,0.005311741430989062,0.0007886576773156852
"CA1 Back-Projection (i)1133p",4023,"CA1 O-LM (i)1002",4069,0.02333172626338237,0.008079133922983404
"CA1 Back-Projection (i)1133p",4023,"CA1 Recurrent O-LM (i)1003",4089,0.040408893497329464,0.025436989588310407
"CA1 Back-Projection (i)1133p",4023,"CA1 O-LMR (i)1102",4087,0.016138408580927712,0.002250844034720863
"CA1 Back-Projection (i)1133p",4023,"CA1 Oriens/Alveus (i)2233",4055,0.021818860652700955,0.005101683821684194
"CA1 Back-Projection (i)1133p",4023,"CA1 Oriens-Bistratified (i)0103",4083,0.005971699643430698,0.0015196582864339507
"CA1 Back-Projection (i)1133p",4023,"CA1 Oriens-Bistratified Projecting (i)1113p",4068,0.027734087810125842,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 OR-LM (i)1202",4066,0.03282110858463035,0.0060374011536550014
"CA1 Back-Projection (i)1133p",4023,"CA1 Perforant Path-Associated (i)3200p",4006,0.012723537142723531,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Perforant Path-Associated QuadD (i)3222",4076,0.03910407833063957,0.01932470397665803
"CA1 Back-Projection (i)1133p",4023,"CA1 Quadrilaminar (i)3333",4003,0.021967472636597478,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Radiatum (i)0300",4028,0.007088126078745682,0.0026978364203070647
"CA1 Back-Projection (i)1133p",4023,"CA1 R-Receiving Apical-Targeting (i)1300",4061,0.017696460666054455,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Schaffer Collateral-Assoc (i)2311",4015,0.01119933631587874,0.003986409408303476
"CA1 Back-Projection (i)1133p",4023,"CA1 Schaffer Collateral-Receiving R-Targeting (i)0322",4084,0.015356240401989412,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 SO-SO (i)0003",4033,0.026304731377327927,0.014289620172490447
"CA1 Back-Projection (i)1133p",4023,"CA1 Hippocampo-Subicular Projecting ENK+ (i)0313p",4041,0.008315898472913507,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Trilaminar (i)0113p",4035,0.03442558203948802,N/A
"CA1 Back-Projection (i)1133p",4023,"CA1 Radial Trilaminar (i)2333",4013,0.01375678384627777,N/A
"CA1 Bistratified (i)0333",4080,"CA1 Pyramidal (e)2223p",4000,0.03877024284860275,0.013026289166471153
"CA1 Bistratified (i)0333",4080,"CA1 Radiatum Giant (e)2201",4054,0.02000061140191237,0.009760579607393793
"CA1 Bistratified (i)0333",4080,"CA1 Axo-Axonic (i)2232",4036,0.023707854806195028,0.010358464442246302
"CA1 Bistratified (i)0333",4080,"CA1 Horizontal Axo-Axonic (i)0012",4038,0.00394279619797794,0.0021473634733291482
"CA1 Bistratified (i)0333",4080,"CA1 Back-Projection (i)1133p",4023,0.009243466671138572,0.004263893543945462
"CA1 Bistratified (i)0333",4080,"CA1 Basket (i)2232",4078,0.032499579396116904,0.011569365012971795
"CA1 Bistratified (i)0333",4080,"CA1 Basket CCK+ (i)2232",4079,0.019819801217514053,0.006197890693570807
"CA1 Bistratified (i)0333",4080,"CA1 Horizontal Basket (i)0012",4039,0.011806996111210616,0.007482047698325993
"CA1 Bistratified (i)0333",4080,"CA1 Bistratified (i)0333",4080,0.014895614136871585,0.004777591000621871
"CA1 Bistratified (i)0333",4080,"CA1 Interneuron Specific LMO-O (i)2003",4022,0.0034448552623425753,0.0027832411949920786
"CA1 Bistratified (i)0333",4080,"CA1 Interneuron Specific LMR-R (i)2300",4056,0.005588457650594085,0.0023358480844487928
"CA1 Bistratified (i)0333",4080,"CA1 Interneuron Specific O-R (i)0102",4031,0.005418078853190592,0.002776662356501326
